表章項目 コード,表章項目 補助コード,表章項目,時間軸（月次） コード,時間軸（月次） 補助コード,year,都道府県 コード,都道府県 補助コード,prefecture,/国籍,total,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,アンドラ,ジョージア（グルジア）,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
101,,人数【人】,2014001212,,2014年12月,15000,,新潟県,,"13,475","11,870",39,-,91,-,2,60,3,13,176,"5,156",166,-,3,69,270,12,1,2,1,***,***,"1,973",-,13,-,120,123,-,-,184,269,"2,107",-,2,2,17,379,7,608,1,1,577,4,2,3,3,-,-,3,2,-,1,36,27,-,1,-,2,20,25,3,-,-,-,-,-,-,-,-,6,-,2,-,19,206,-,14,5,8,1,13,119,9,36,***,-,1,***,-,2,2,-,-,-,2,-,80,-,-,-,2,-,-,-,-,-,-,-,-,1,***,1,1,18,1,-,-,3,8,-,-,-,-,2,-,-,-,-,7,-,8,-,-,3,1,-,1,-,-,-,-,1,1,3,5,12,-,-,1,-,-,448,-,-,-,61,7,2,1,-,1,2,-,1,6,37,-,1,-,-,-,1,328,-,-,387,9,4,296,2,4,-,-,1,63,-,-,8,108,74,2,-,-,2,30,-,-,-,-,-,-,-,-,5
101,,人数【人】,2014001212,,2014年12月,16000,,富山県,,"13,345","10,169",2,-,10,-,-,94,-,19,15,"5,216",115,-,1,120,191,6,-,2,-,***,***,"1,086",-,4,-,87,18,-,-,53,468,"1,678",-,-,5,5,127,-,847,-,-,642,6,2,1,3,2,-,5,-,-,3,9,8,-,3,-,3,8,-,2,-,-,1,-,-,-,3,-,1,2,1,1,32,470,-,7,1,3,-,2,43,14,2,***,-,-,***,-,-,2,-,-,-,2,-,41,-,-,-,5,-,-,-,10,-,-,2,-,-,***,-,-,2,-,-,-,-,2,-,-,-,-,-,-,2,-,-,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,5,8,-,-,1,-,-,217,-,-,-,23,-,-,1,-,1,-,-,1,8,8,3,-,-,-,-,1,171,-,-,"2,236",4,19,"2,061",2,2,-,-,101,47,-,-,-,40,31,-,-,-,-,7,-,1,-,-,-,-,-,1,-
101,,人数【人】,2014001212,,2014年12月,17000,,石川県,,"10,978","9,210",7,-,48,-,2,62,-,8,8,"4,669",131,-,-,100,448,7,-,1,1,***,***,"1,656",-,2,3,63,51,-,1,110,34,729,-,-,11,6,245,3,804,-,-,320,-,2,6,2,3,-,5,5,-,4,32,23,1,4,-,11,12,-,-,-,-,-,3,-,-,-,-,1,2,6,-,17,68,-,11,6,8,-,-,64,8,-,***,-,1,***,2,-,8,-,-,-,5,-,90,-,-,-,-,-,-,1,-,-,-,-,-,1,***,-,-,1,-,-,-,-,3,-,-,-,-,-,-,1,1,-,5,-,8,1,-,-,-,-,-,-,-,-,2,-,4,1,7,53,-,-,1,-,-,296,-,-,-,47,-,1,-,-,-,-,-,1,3,9,1,-,-,-,-,1,233,-,-,995,10,6,865,2,6,-,-,16,84,-,2,4,67,43,2,-,-,-,17,-,-,-,1,4,-,-,-,-
101,,人数【人】,2014001212,,2014年12月,18000,,福井県,,"11,719","8,680",5,-,33,-,-,18,-,20,6,"3,784",52,-,-,8,154,4,1,1,-,***,***,"2,691",-,1,-,59,16,-,1,27,14,"1,230",-,-,-,2,192,3,358,-,-,150,-,-,-,-,1,1,1,-,-,2,8,11,-,1,-,4,8,-,1,-,-,-,-,-,-,1,-,1,-,1,2,5,65,-,2,-,-,-,-,20,7,6,***,-,-,***,1,-,1,-,-,-,-,-,17,1,-,-,-,-,-,-,1,-,-,-,-,2,***,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,6,3,-,-,-,-,-,199,1,-,-,23,-,1,-,-,-,-,-,-,2,1,-,1,-,-,-,-,170,-,-,"2,650",1,-,"2,564",3,2,-,-,5,74,-,-,1,17,11,-,-,-,-,5,-,1,-,-,-,-,-,-,6
101,,人数【人】,2014001212,,2014年12月,19000,,山梨県,,"13,990","9,850",2,-,6,-,-,24,1,4,66,"3,498",415,1,1,284,160,54,-,-,-,***,***,"2,030",-,15,-,67,27,-,-,87,24,"1,858",-,-,4,5,617,4,596,-,-,193,-,2,3,-,-,-,2,1,4,2,25,14,1,1,-,8,7,-,1,-,-,-,-,-,-,-,-,3,-,4,5,6,17,-,2,3,6,-,-,72,2,1,***,-,-,***,-,-,1,-,-,-,-,-,32,1,-,-,-,-,-,-,-,-,-,-,-,1,***,-,-,5,-,-,-,-,3,-,-,-,-,-,-,2,-,-,-,-,3,-,-,6,-,-,-,-,-,-,-,-,-,-,6,3,1,-,1,-,-,323,-,-,-,49,1,1,-,-,1,2,-,-,5,2,-,-,-,-,-,1,261,-,-,"3,540",8,45,"2,681",3,22,-,-,20,754,1,-,6,49,32,1,-,-,1,12,-,-,-,-,2,-,-,1,3
101,,人数【人】,2014001212,,2014年12月,20000,,長野県,,"30,748","22,967",-,-,28,-,1,57,-,13,172,"9,528",634,-,-,50,731,49,2,2,1,***,***,"4,025",-,9,-,100,82,-,-,246,164,"3,960",1,2,2,19,"2,100",3,986,-,-,577,-,9,6,1,-,-,3,5,-,6,68,70,1,5,-,6,18,3,-,-,-,-,1,-,1,-,1,24,2,4,3,10,40,-,12,13,7,-,1,243,3,6,***,-,-,***,-,1,3,1,-,-,-,-,63,1,-,1,1,-,-,1,2,-,-,1,-,1,***,-,-,4,-,1,-,-,4,1,-,-,2,-,-,4,-,-,-,-,8,-,-,6,-,1,-,1,-,-,3,-,3,3,8,2,-,-,4,-,-,745,-,-,-,142,-,2,6,-,1,-,1,1,2,24,4,-,-,-,-,-,562,-,-,"6,086",36,154,"5,269",9,17,5,-,95,494,-,1,6,303,255,1,-,-,-,46,-,-,1,-,-,-,-,-,7
101,,人数【人】,2014001212,,2014年12月,21000,,岐阜県,,"45,024","32,872",16,-,125,-,-,110,-,235,176,"13,521",128,-,5,77,389,21,-,9,1,***,***,"4,793",-,8,1,81,22,-,1,416,219,"9,951",-,-,4,6,385,52,"2,119",1,-,436,-,2,1,2,3,1,7,-,-,1,35,25,1,-,-,6,16,2,-,-,-,-,1,-,-,5,-,5,1,1,1,79,61,-,22,20,7,-,-,97,25,2,***,-,1,***,2,-,1,-,-,-,3,-,133,-,-,-,1,-,-,-,5,-,-,-,-,-,***,-,-,11,3,1,-,2,4,-,-,-,-,-,-,2,-,-,-,-,9,-,-,5,-,-,-,-,-,-,2,-,2,2,1,80,-,1,-,2,-,525,-,-,-,98,-,2,9,-,-,4,-,1,2,28,-,-,-,-,-,1,380,-,-,"10,947",27,55,"9,984",4,8,5,-,18,842,-,-,4,110,77,-,-,-,-,28,-,-,-,2,2,-,-,1,1
101,,人数【人】,2014001212,,2014年12月,22000,,静岡県,,"75,115","40,550",5,1,419,-,3,183,1,33,398,"11,577",516,-,-,489,"1,998",72,-,10,2,***,***,"5,549",-,178,-,161,45,-,3,719,358,"13,335",-,-,4,34,"1,212",22,"3,223",-,-,821,1,4,5,3,4,3,5,12,1,5,79,54,2,15,-,14,31,1,3,1,-,-,3,-,-,1,-,18,2,21,8,95,114,-,43,14,13,-,-,204,29,3,***,-,1,***,-,1,6,-,-,-,2,-,114,2,-,-,13,-,1,-,2,-,-,-,-,-,***,-,-,6,-,-,-,-,4,-,-,-,-,-,-,2,-,1,-,1,42,-,-,6,-,-,4,-,-,-,3,-,3,3,7,10,-,-,2,-,2,"1,128",2,-,-,183,3,6,11,-,7,3,-,3,20,56,6,3,-,-,-,3,822,-,-,"32,284",247,298,"26,476",21,223,5,1,205,"4,773",-,24,11,206,118,1,-,-,2,77,-,1,2,-,3,-,-,2,12
101,,人数【人】,2014001212,,2014年12月,23000,,愛知県,,"200,673","136,264",201,1,618,7,9,419,1,200,905,"45,914","1,606",1,1,960,"3,093",184,4,23,18,***,***,"35,114",1,45,3,438,330,-,1,"3,247","1,191","29,095",1,33,34,82,"2,226","1,113","9,140",4,1,"2,759",6,23,46,15,30,9,17,6,9,29,344,208,6,31,1,34,130,8,13,-,3,5,6,-,-,13,4,29,8,63,30,229,232,-,118,42,26,-,2,668,130,144,***,6,3,***,-,1,20,-,1,-,11,-,771,12,7,2,12,1,-,-,19,-,-,2,-,12,***,2,-,91,9,6,-,3,32,-,-,1,3,-,-,22,3,1,3,3,172,-,1,17,3,-,2,-,-,1,19,1,17,95,50,129,3,6,6,2,1,"3,175",2,-,1,440,7,10,33,-,8,4,-,7,29,129,2,3,1,-,-,1,"2,498",-,-,"57,071",355,"1,052","47,695",70,255,15,1,277,"7,315",1,11,24,606,428,9,1,-,2,152,1,3,-,2,3,-,-,5,27
101,,人数【人】,2014001212,,2014年12月,24000,,三重県,,"42,897","25,313",50,-,79,-,-,66,1,25,267,"8,610",229,-,-,67,916,28,1,2,-,***,***,"5,158",-,6,1,65,107,-,-,473,171,"6,022",-,1,10,15,"1,076",51,"1,816",-,-,314,5,-,1,1,1,1,1,1,-,1,37,23,5,11,-,6,15,2,1,-,-,-,1,-,-,2,-,5,10,3,3,15,43,-,17,2,7,-,-,80,10,-,***,-,-,***,-,-,-,-,1,-,2,1,114,1,-,-,3,1,-,-,5,-,-,-,-,-,***,-,-,17,-,-,-,2,10,-,-,-,2,4,-,2,-,-,-,1,27,-,-,1,-,-,3,-,-,-,2,-,1,9,9,10,1,-,3,-,-,383,-,-,-,57,1,1,2,-,-,1,-,1,8,25,-,-,-,-,-,3,283,-,1,"16,668",47,882,"12,559",21,22,1,-,47,"3,086",-,-,3,103,65,1,-,-,-,31,-,-,2,-,4,-,-,-,2
101,,人数【人】,2014001212,,2014年12月,25000,,滋賀県,,"24,295","13,785",17,-,26,-,1,35,-,22,18,"4,792",136,-,-,68,402,9,-,1,-,***,***,"5,046",-,3,-,79,37,-,-,120,15,"2,076",-,7,-,10,221,5,634,5,-,301,-,1,4,-,-,-,-,3,1,8,44,33,2,3,-,3,14,1,-,-,-,-,1,-,-,-,-,1,1,10,3,7,25,-,10,7,8,-,1,81,3,25,***,-,-,***,-,-,1,-,-,-,-,-,39,1,-,-,-,-,-,-,-,-,-,-,-,11,***,-,-,-,-,-,-,-,5,-,-,-,-,-,-,3,-,-,-,-,6,-,-,1,-,-,-,-,-,-,3,-,1,1,2,5,-,-,-,-,-,505,-,-,-,64,1,1,2,-,2,1,1,7,1,45,-,-,-,-,-,1,379,-,-,"9,586",33,247,"7,669",7,20,1,-,30,"1,568",-,1,10,75,46,-,2,-,1,26,-,-,-,-,-,-,-,-,4
101,,人数【人】,2014001212,,2014年12月,26000,,京都府,,"52,213","47,037",39,2,73,5,2,104,-,71,104,"12,145","1,037",4,1,305,524,70,4,26,7,***,***,"28,265",1,7,3,166,66,4,1,317,98,"1,898",1,13,32,62,534,56,984,4,2,"2,199",1,20,36,25,8,5,12,19,7,46,446,262,12,31,3,32,153,15,7,-,2,4,4,-,-,1,3,39,16,34,14,33,186,-,86,94,43,2,1,424,22,17,***,-,7,***,4,4,7,-,1,1,10,-,304,3,-,-,1,-,-,-,15,2,-,1,1,15,***,-,2,6,2,2,-,-,18,1,8,-,6,4,-,8,3,2,4,1,16,-,-,1,1,-,10,3,-,-,7,-,5,7,30,108,4,-,2,5,-,"1,679",-,-,-,279,1,2,7,1,3,2,-,3,10,65,3,-,-,-,-,1,"1,301",1,-,643,16,82,349,11,22,4,-,12,138,-,2,7,340,244,-,-,1,-,88,-,1,1,-,5,-,-,-,11
101,,人数【人】,2014001212,,2014年12月,27000,,大阪府,,"204,347","191,451",41,3,189,1,1,185,1,124,263,"51,121","4,198",2,2,976,"1,603",168,4,34,11,***,***,"114,373",-,37,4,452,217,2,3,"1,287",277,"6,524",-,118,37,135,"1,903",191,"6,958",5,1,"3,570",3,28,33,39,19,7,12,21,5,48,496,265,15,37,7,52,247,23,13,1,1,6,16,-,1,8,-,66,20,65,25,147,390,-,173,108,66,-,8,900,119,33,***,1,5,***,3,10,14,6,-,1,6,1,691,7,-,2,17,-,-,7,20,-,-,4,1,10,***,2,-,124,4,1,-,7,31,-,-,-,6,7,1,28,1,4,1,1,146,-,1,18,1,-,28,-,1,-,20,2,23,7,28,115,2,7,3,1,2,"3,544",3,2,1,641,6,8,17,-,3,9,5,1,37,124,1,7,-,-,-,5,"2,674",-,-,"4,054",42,150,"2,485",34,107,8,-,24,"1,184",-,4,16,984,734,15,-,5,5,208,-,5,2,2,4,-,-,4,53
101,,人数【人】,2014001212,,2014年12月,28000,,兵庫県,,"96,530","86,811",61,-,109,1,-,85,1,48,138,"23,151","1,454",1,1,"1,486",773,62,2,35,7,***,***,"46,680",1,126,23,193,94,-,2,825,192,"3,645",-,21,52,119,778,57,"6,580",6,2,"2,447",2,18,50,29,4,2,8,32,4,39,320,251,20,14,2,43,134,19,15,-,-,5,3,-,2,3,2,49,58,49,31,48,236,-,89,70,73,2,1,604,65,13,***,3,1,***,2,1,10,1,-,-,20,-,345,17,-,-,11,-,-,-,8,-,-,-,-,6,***,1,-,33,2,1,-,3,10,-,3,-,5,1,-,16,-,4,2,-,78,-,10,6,-,-,2,-,-,1,17,-,11,22,21,47,3,3,1,-,-,"2,839",1,1,-,462,2,10,15,-,2,5,1,3,17,62,1,1,1,-,-,4,"2,251",-,-,"3,375",52,109,"2,306",11,32,5,-,30,821,-,2,7,660,483,2,1,-,1,165,-,1,1,3,3,-,-,-,53
101,,人数【人】,2014001212,,2014年12月,29000,,奈良県,,"11,081","9,469",7,-,49,-,-,34,2,11,34,"3,217",263,-,-,62,209,21,-,-,-,***,***,"4,024",-,8,-,62,13,-,-,138,40,670,-,2,-,12,194,6,391,-,-,341,1,2,5,6,-,1,1,-,1,9,51,27,1,3,-,6,15,-,-,-,-,-,1,-,-,-,1,3,3,11,2,11,23,-,33,6,11,-,-,90,11,-,***,-,-,***,-,2,1,2,-,-,1,-,63,-,1,-,-,-,-,2,-,-,-,-,-,-,***,-,-,5,-,-,-,3,9,-,-,-,-,-,-,2,-,-,-,-,12,2,1,1,-,-,3,-,-,-,4,-,3,3,4,8,-,-,-,-,-,416,-,-,-,58,2,-,5,-,2,-,-,3,2,17,2,-,-,-,-,-,325,-,-,704,5,41,426,1,12,3,-,3,212,-,-,1,86,46,2,-,-,1,34,-,-,-,-,2,-,-,1,2
101,,人数【人】,2014001212,,2014年12月,30000,,和歌山県,,"5,934","5,449",-,-,4,-,-,3,-,5,1,"1,493",75,-,-,39,104,3,-,1,-,***,***,"2,428",-,7,1,22,10,-,-,37,3,613,-,-,1,3,416,8,172,-,-,129,-,2,2,2,2,1,2,-,-,-,17,8,1,1,-,4,4,-,-,-,-,1,-,-,-,-,-,-,2,12,-,3,12,-,5,2,1,-,-,36,8,-,***,-,-,***,-,-,1,-,-,-,-,-,15,-,-,-,1,-,-,-,1,-,-,-,-,-,***,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,197,-,1,-,25,-,-,-,-,2,-,-,1,2,5,1,2,-,-,-,-,158,-,-,95,2,-,78,-,1,-,-,1,13,-,-,-,48,34,-,-,-,-,14,-,-,-,-,-,-,-,-,1
101,,人数【人】,2014001212,,2014年12月,31000,,鳥取県,,"3,849","3,509",-,-,10,-,-,6,-,10,1,"1,260",40,-,-,22,79,-,-,1,-,***,***,"1,105",-,2,-,19,24,-,-,6,22,489,-,-,1,-,94,2,316,-,-,107,-,1,2,-,1,-,-,-,-,3,13,6,2,1,-,3,3,-,-,-,-,-,3,-,-,-,-,-,-,1,-,6,29,-,1,1,-,-,-,27,1,1,***,-,-,***,-,-,2,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,-,21,***,-,-,-,5,-,-,-,2,-,-,-,-,-,-,1,3,-,-,-,1,-,-,-,-,-,8,-,-,-,1,-,-,2,4,12,-,-,1,-,-,119,-,-,-,21,-,-,-,-,1,-,-,-,3,4,-,-,-,-,-,2,88,-,-,27,1,1,21,1,1,1,-,1,-,-,-,-,26,15,1,-,-,-,10,-,-,-,-,-,-,-,-,-
101,,人数【人】,2014001212,,2014年12月,32000,,島根県,,"5,988","3,985",6,-,16,-,-,43,-,17,10,"1,866",17,-,-,13,116,-,-,-,1,***,***,774,-,6,-,10,16,-,-,23,4,841,-,-,-,2,42,1,161,-,-,70,-,-,1,-,-,-,-,1,-,1,8,4,-,1,-,2,5,1,-,-,-,-,-,-,-,1,-,3,1,-,-,5,15,-,1,-,2,-,-,16,2,-,***,-,-,***,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,2,5,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,3,-,-,-,-,2,-,-,-,-,-,154,-,-,-,13,-,1,-,-,-,-,-,1,6,1,-,1,-,-,-,-,131,-,-,"1,735",-,-,"1,727",-,3,-,-,-,5,-,-,-,25,12,-,-,-,-,12,-,-,-,1,-,-,-,-,2
101,,人数【人】,2014001212,,2014年12月,33000,,岡山県,,"21,270","19,208",19,-,31,-,-,52,-,97,16,"8,782",143,-,-,82,532,4,-,2,3,***,***,"5,638",-,8,-,108,9,-,-,127,103,"1,533",-,10,5,5,175,24,"1,700",-,-,383,1,4,7,1,-,-,1,4,-,7,34,33,1,3,1,2,13,-,1,-,-,3,-,-,-,-,-,9,1,12,2,18,58,-,6,4,7,-,-,117,14,6,***,-,-,***,-,-,6,-,-,-,7,-,68,1,-,-,-,-,-,-,1,-,-,1,-,-,***,-,1,2,-,-,-,-,12,-,-,-,1,1,-,-,-,-,-,-,5,-,-,3,-,-,1,-,-,-,1,-,4,-,6,28,-,-,-,-,-,462,-,-,-,91,1,1,2,-,1,-,1,1,13,12,-,1,-,-,-,1,337,-,-,"1,049",6,17,876,4,2,-,-,10,133,-,-,1,98,66,3,-,-,-,23,-,1,-,-,5,-,-,-,2
101,,人数【人】,2014001212,,2014年12月,34000,,広島県,,"39,842","34,861",26,-,67,-,-,106,-,69,61,"14,118",203,2,2,306,"1,012",13,-,4,1,***,***,"9,219",-,39,1,116,55,-,-,194,28,"5,545",-,3,27,36,748,10,"2,850",-,-,694,1,3,4,7,10,5,3,10,-,5,44,66,5,7,4,16,30,-,4,-,-,1,2,-,-,8,-,9,1,12,4,21,84,-,34,4,7,-,-,182,81,9,***,-,-,***,-,1,6,-,-,2,1,1,185,4,-,-,6,-,-,-,6,-,-,-,-,2,***,-,1,11,4,-,-,-,18,1,-,-,-,-,-,1,1,-,3,-,17,-,2,1,1,-,-,-,-,-,2,-,3,-,19,80,-,1,1,-,-,963,1,-,1,118,3,2,6,-,3,1,-,3,9,19,-,1,1,-,-,-,795,-,-,"2,970",10,11,"2,335",1,11,1,-,9,583,-,1,8,155,100,2,-,-,-,47,-,3,-,2,1,-,-,-,14
101,,人数【人】,2014001212,,2014年12月,35000,,山口県,,"13,219","12,433",15,-,5,-,-,37,-,14,6,"3,322",99,-,2,34,263,3,-,-,-,***,***,"6,608",-,12,-,56,9,-,-,107,5,"1,021",-,-,2,4,103,6,700,-,-,180,-,1,-,5,2,-,1,2,1,3,13,12,-,1,-,2,11,-,-,-,-,-,1,-,1,1,-,2,2,2,3,9,20,-,16,4,1,-,-,44,14,-,***,1,-,***,-,1,1,-,-,-,3,-,26,-,-,-,1,-,-,-,1,-,-,-,-,-,***,-,1,1,-,-,-,-,8,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,2,2,6,-,-,-,-,-,409,-,-,-,48,5,-,1,-,-,-,-,-,4,6,2,-,-,1,-,-,342,-,-,136,2,1,93,2,2,1,-,2,33,-,-,-,34,23,1,-,-,1,5,-,2,1,-,-,-,-,1,1
101,,人数【人】,2014001212,,2014年12月,36000,,徳島県,,"4,992","4,538",1,-,10,-,-,23,-,68,6,"2,527",37,-,-,29,178,1,-,2,-,***,***,356,-,6,-,57,59,-,-,35,10,649,-,-,2,-,88,1,392,1,-,123,-,1,-,1,1,1,-,-,-,4,7,11,-,1,-,2,2,-,-,-,-,-,-,-,-,1,-,2,1,2,2,13,18,-,4,6,-,-,-,28,7,4,***,-,-,***,-,1,2,-,-,-,1,-,53,-,-,-,-,-,-,-,3,-,-,-,-,3,***,-,-,-,1,-,-,-,4,-,-,-,-,-,-,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,10,26,-,1,-,-,-,191,-,-,-,46,-,-,-,-,2,-,-,1,1,2,-,-,-,-,-,-,139,-,-,56,1,1,35,1,5,-,-,1,12,-,-,-,30,22,-,-,-,-,7,-,-,-,-,-,1,-,-,1
101,,人数【人】,2014001212,,2014年12月,37000,,香川県,,"8,946","7,823",2,-,25,-,-,33,2,190,6,"3,718",50,-,-,41,433,3,-,-,-,***,***,973,-,71,-,29,6,-,-,197,27,"1,279",-,-,1,1,148,3,585,-,-,188,-,2,-,2,-,1,-,4,-,-,21,10,1,1,-,6,24,1,-,-,-,-,-,-,1,-,-,3,2,4,1,10,11,-,24,-,4,-,-,49,5,-,***,-,-,***,-,1,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,2,***,-,-,-,-,-,-,-,2,-,1,-,-,-,-,2,-,-,-,1,4,-,-,2,-,-,1,-,-,-,-,-,-,1,3,3,-,-,5,-,-,214,-,-,-,35,2,1,-,-,-,-,-,-,4,3,1,-,1,-,-,1,166,-,-,659,6,5,259,-,4,1,-,-,384,-,-,-,34,22,-,-,-,-,11,-,-,1,-,-,-,-,-,1
101,,人数【人】,2014001212,,2014年12月,38000,,愛媛県,,"9,290","8,487",-,-,14,-,1,15,-,43,7,"4,355",92,-,-,71,297,1,-,2,-,***,***,"1,379",-,4,-,45,12,-,-,121,14,"1,069",-,-,1,5,114,7,813,1,4,190,-,1,2,2,4,-,1,1,2,2,26,14,5,1,-,3,12,-,-,-,-,1,1,-,-,3,-,1,-,1,-,6,17,-,18,2,4,-,-,51,3,2,***,-,-,***,-,-,1,-,-,1,2,-,39,-,-,-,-,-,-,-,-,-,-,-,-,1,***,-,-,1,-,-,-,-,6,-,-,-,1,-,-,-,5,-,3,-,3,-,-,-,1,-,1,-,-,-,-,-,-,9,4,4,-,-,-,-,-,240,1,-,-,40,-,4,5,-,-,-,-,1,6,6,-,-,-,-,-,-,177,-,-,265,5,4,195,1,2,16,-,3,37,-,-,2,68,42,-,-,-,-,26,-,-,-,-,-,-,-,-,1
101,,人数【人】,2014001212,,2014年12月,39000,,高知県,,"3,565","3,153",-,-,6,-,-,23,1,3,6,"1,255",45,-,-,32,209,6,-,-,-,***,***,601,-,-,-,16,9,-,-,30,10,581,-,-,-,2,47,-,271,-,-,105,-,-,1,2,-,-,-,3,-,-,12,6,-,1,-,3,1,-,-,-,1,1,-,-,-,1,-,3,1,2,-,7,3,-,3,4,-,-,-,48,1,-,***,1,-,***,-,-,-,-,-,-,-,-,38,-,-,-,1,-,-,-,12,-,-,-,-,1,***,-,-,5,-,-,-,-,4,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,10,1,1,-,-,-,1,173,-,-,-,28,-,1,4,-,-,-,-,2,2,2,-,-,-,-,-,-,134,-,-,30,1,-,20,1,1,-,-,1,6,-,-,-,66,45,-,-,-,-,18,-,-,-,-,2,1,-,-,-
101,,人数【人】,2014001212,,2014年12月,40000,,福岡県,,"57,696","52,767",108,-,101,1,2,181,-,67,227,"19,734",657,2,-,228,756,49,1,9,6,***,***,"17,252",-,18,-,239,134,1,1,"4,117",155,"4,111",-,11,11,63,453,25,"4,044",-,3,"1,740",5,9,26,10,10,2,10,12,-,13,194,152,9,10,6,18,66,3,3,-,-,2,2,-,-,4,3,40,6,35,10,82,238,-,72,49,19,-,-,475,95,26,***,1,2,***,3,2,8,-,-,1,7,-,419,5,-,-,11,-,-,-,8,-,1,1,-,7,***,-,-,12,1,-,-,-,22,2,6,-,2,1,-,21,7,4,-,1,69,1,8,12,2,-,3,-,-,-,13,-,9,11,24,150,-,3,2,-,-,"1,810",2,1,1,257,6,8,9,-,4,3,-,7,20,75,3,-,-,-,-,3,"1,411",-,-,596,31,9,275,12,26,8,1,5,223,-,-,6,352,220,8,-,-,2,117,-,3,-,1,-,-,-,1,12
101,,人数【人】,2014001212,,2014年12月,41000,,佐賀県,,"4,401","4,077",19,-,9,-,-,46,-,17,34,"1,519",30,-,-,12,296,1,-,1,-,***,***,763,-,1,-,34,1,-,-,222,4,543,-,-,-,2,67,1,451,-,4,100,-,1,-,5,3,-,1,3,-,2,4,3,-,-,-,5,6,-,-,-,-,-,2,-,-,1,-,-,1,2,-,10,16,-,4,-,-,-,-,29,1,-,***,-,-,***,-,1,-,-,-,-,-,-,13,-,-,-,-,-,-,1,-,-,-,-,-,-,***,-,-,-,-,-,-,-,3,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,-,-,-,-,-,154,-,1,-,24,-,-,-,-,-,-,-,1,2,5,-,-,-,-,-,-,121,-,-,18,1,-,11,2,2,1,-,-,1,-,-,-,39,28,3,-,-,-,8,-,-,-,-,-,-,-,-,-
